2/6/2017,699,14543,6.03,62,423,44
2/7/2017,366,6792,3.21,30,103,23
2/8/2017,650,12013,5.46,53,438,39
2/9/2017,790,12889,5.94,60,553,43
2/10/2017,273,5502,2.37,21,122,17
2/11/2017,466,9448,4.24,44,331,31
2/16/2017,709,15172,6.63,68,587,48
2/17/2017,536,11480,5.31,52,288,38
2/18/2017,546,11575,4.96,48,228,36
2/19/2017,591,13311,5.86,61,364,42
2/20/2017,414,7607,3.67,33,26,27
2/21/2017,513,9941,4.84,46,247,35
2/22/2017,163,3359,1.46,12,109,11
2/23/2017,190,3427,1.44,15,165,10
2/24/2017,547,10891,4.48,47,204,32
2/25/2017,795,16437,7.95,77,309,57
2/26/2017,722,15593,7.37,74,528,53
2/27/2017,729,12753,5.88,56,362,43
2/28/2017,919,16406,6.86,68,201,50
3/1/2017,236,4731,1.96,16,168,14
3/2/2017,263,5819,2.61,26,188,19
3/3/2017,507,8419,4,37,308,29
3/4/2017,835,15299,7.01,70,113,51
3/5/2017,742,15930,6.51,62,143,47
3/6/2017,390,8418,3.75,38,34,27
3/7/2017,683,13382,5.6,55,87,40
3/8/2017,522,11084,4.97,52,199,36
3/9/2017,290,5586,2.28,19,115,16
3/10/2017,560,12947,5.77,57,246,42
3/11/2017,898,15137,6.75,64,433,49
4/3/2017,440,8757,4.27,40,261,31
4/4/2017,286,5162,2.3,20,165,17
4/5/2017,642,12961,6.23,64,554,45
4/6/2017,725,14894,6.41,61,607,46
4/7/2017,295,6212,2.98,29,265,22
4/8/2017,130,2732,1.26,11,62,9
4/9/2017,492,9577,4.39,42,184,32
4/10/2017,343,6715,3.15,32,179,23
4/11/2017,673,11663,5.1,51,126,37
4/12/2017,824,14975,6.24,65,684,45
4/13/2017,427,8165,3.68,38,223,27
4/14/2017,711,15440,6.64,66,345,48
4/15/2017,187,4307,1.85,15,20,13
4/16/2017,489,9442,4.57,47,324,33
4/17/2017,230,4231,1.95,20,44,14
4/18/2017,572,12173,5.07,49,294,37
4/19/2017,134,3047,1.39,11,74,10
4/21/2017,552,11268,4.92,49,175,36
4/22/2017,589,12443,5.95,57,26,43
4/23/2017,309,7023,3.15,34,80,23
4/24/2017,519,9947,4.12,42,282,30
4/25/2017,805,14438,6.94,70,192,50
4/26/2017,482,10327,4.5,48,83,33
4/27/2017,221,4457,2.14,24,134,15
4/28/2017,160,3626,1.65,16,29,12
4/29/2017,806,13498,5.97,61,124,43
4/30/2017,845,14793,6.7,65,585,48
5/4/2017,756,13835,5.77,54,487,42
5/5/2017,573,10562,5.02,47,206,36
5/6/2017,619,12510,6.07,59,85,44
5/7/2017,432,7724,3.37,32,44,24
5/8/2017,336,8150,3.47,34,120,25
5/9/2017,137,2441,1.16,13,39,8
5/10/2017,231,4088,1.83,19,20,13
5/11/2017,281,4975,2.24,24,53,16
5/12/2017,521,11301,5.16,54,52,37
5/13/2017,281,4948,2.3,25,127,17
5/14/2017,358,6454,3.09,33,251,22
5/15/2017,600,14112,6.06,59,408,44
5/16/2017,161,2566,1.21,14,31,9
5/17/2017,162,3935,1.63,19,68,12
5/18/2017,290,5020,2.29,25,136,17
5/20/2017,622,14040,5.98,56,318,43
5/21/2017,125,2065,1,9,44,7
5/22/2017,513,9825,4.14,38,133,30
5/23/2017,623,12823,6.16,59,290,45
5/24/2017,228,5384,2.4,23,121,17
5/25/2017,459,8186,3.59,35,224,26
5/26/2017,468,11256,4.82,47,245,35
5/27/2017,186,3423,1.55,17,36,11
5/28/2017,131,2985,1.23,10,36,9
5/29/2017,665,12252,5.2,49,53,38
5/30/2017,656,13117,5.61,54,512,41
5/31/2017,276,5451,2.4,23,47,17
6/1/2017,148,2570,1.15,11,66,8
6/2/2017,542,11922,4.93,52,53,36
6/3/2017,174,3806,1.71,16,53,12
6/4/2017,345,7494,3.35,36,182,24
6/5/2017,490,8695,3.63,36,411,26
6/6/2017,798,13391,6,62,745,43
6/8/2017,767,14379,6.39,64,432,46
6/9/2017,307,5783,2.43,24,248,18
6/10/2017,221,4641,2.08,23,92,15
6/11/2017,391,6704,3.03,30,216,22
6/12/2017,515,9438,4.52,48,69,33
6/13/2017,220,3808,1.64,14,71,12
6/14/2017,615,12600,5.39,53,79,39
6/15/2017,439,9244,4.34,46,212,31
6/16/2017,215,4136,1.81,21,110,13
6/17/2017,485,9252,4.08,41,113,29
6/19/2017,257,4357,1.95,20,207,14
6/20/2017,121,2646,1.16,13,58,8
6/21/2017,251,4581,2.04,21,64,15
6/22/2017,204,3514,1.57,14,96,11
6/23/2017,141,3439,1.46,15,54,11
6/24/2017,248,5160,2.28,20,78,16
6/25/2017,214,3904,1.7,16,92,12
6/26/2017,679,13653,6.01,60,353,43
6/28/2017,113,2698,1.17,11,52,8
6/29/2017,739,11846,5.56,54,289,40
6/30/2017,221,4683,2.21,23,92,16
7/2/2017,678,13525,6.46,63,351,47
7/3/2017,623,13639,5.88,61,409,43
7/4/2017,375,7457,3.61,35,52,26
7/5/2017,378,7242,3.32,30,132,24
7/6/2017,349,7091,3.04,28,134,22
7/7/2017,90,1669,0.78,9,69,6
7/8/2017,607,12393,5.1,47,429,37
7/9/2017,110,2568,1.09,10,48,8
7/11/2017,617,13646,6.17,61,562,45
7/12/2017,725,14127,6.59,68,483,48
7/13/2017,136,2829,1.16,9,42,8
7/14/2017,95,1600,0.73,7,49,5
7/15/2017,576,9073,4.4,44,89,32
7/16/2017,342,7527,3.26,35,27,24
7/17/2017,119,2363,1.13,9,22,8
7/18/2017,412,6875,3.05,27,198,22
7/20/2017,403,7372,3.03,30,287,22
7/21/2017,103,1892,0.82,11,59,6
7/22/2017,226,3793,1.81,20,105,13
7/23/2017,228,4903,2.24,23,152,16
7/24/2017,270,6497,2.68,26,76,19
7/25/2017,633,11348,4.91,49,267,35
7/26/2017,609,10208,4.83,49,118,35
7/27/2017,180,3416,1.52,13,72,11
7/28/2017,427,8704,3.88,39,129,28
7/29/2017,447,7355,3.47,35,260,25
7/30/2017,344,6452,2.82,27,144,20
7/31/2017,565,11641,4.96,50,143,36
8/1/2017,360,7790,3.75,34,310,27
8/2/2017,631,12647,5.53,54,92,40
8/9/2017,434,10342,4.25,39,247,31
8/10/2017,182,3331,1.47,14,65,11
8/11/2017,635,10572,4.96,52,69,36
8/12/2017,594,12606,5.21,50,520,38
8/13/2017,279,5974,2.82,30,48,20
8/14/2017,217,4840,2.24,23,132,16
8/15/2017,604,11933,4.91,49,154,35
8/16/2017,217,4751,2.13,21,138,15
8/17/2017,228,4498,2.01,17,36,15
8/18/2017,595,11689,4.92,46,386,36
8/19/2017,624,13731,6.17,63,243,45
8/20/2017,919,16973,7.02,68,746,51
8/21/2017,533,9848,4.41,43,343,32
8/22/2017,484,10868,4.44,44,60,32
8/25/2017,578,11569,5.21,53,343,38
8/26/2017,676,14680,7.04,67,194,51
8/27/2017,91,1743,0.76,10,55,5
8/28/2017,212,3396,1.57,18,63,11
8/29/2017,124,2370,1.08,12,91,8
8/30/2017,593,10365,4.39,42,460,32
8/31/2017,225,3958,1.87,16,98,14
