10/2/2016,659,13803,6.73,68,194,49
10/3/2016,223,3836,1.71,19,124,12
10/4/2016,601,9502,4.62,44,97,33
10/5/2016,229,5061,2.32,23,204,17
10/6/2016,868,15878,7,72,669,51
10/7/2016,736,13263,6.19,63,359,45
10/8/2016,841,15103,6.89,66,602,50
10/9/2016,770,13353,6.11,63,496,44
10/10/2016,221,4012,1.66,18,178,12
10/11/2016,299,5153,2.39,21,20,17
10/12/2016,705,14661,6.08,57,486,44
10/13/2016,148,3263,1.44,13,54,10
10/14/2016,193,4877,1.99,19,24,14
10/15/2016,572,9797,4.61,48,26,33
10/16/2016,514,10254,4.55,45,333,33
10/17/2016,469,11141,4.88,46,56,35
10/18/2016,720,15033,6.67,64,216,48
10/19/2016,455,7883,3.4,32,77,25
10/20/2016,739,13122,6.32,64,74,46
10/21/2016,356,8803,3.6,36,308,26
10/22/2016,521,11355,5.37,56,160,39
10/23/2016,418,9744,4.18,41,275,30
10/24/2016,209,3891,1.65,14,37,12
10/25/2016,119,2312,1.03,13,55,7
10/26/2016,252,4245,1.92,18,206,14
10/27/2016,316,7050,3.23,34,166,23
10/28/2016,263,5497,2.32,25,139,17
10/29/2016,607,13104,6.33,65,531,46
10/30/2016,580,10059,4.6,43,296,33
10/31/2016,236,4706,2.16,23,49,16
11/1/2016,737,14226,6.64,63,552,48
11/2/2016,554,12554,5.71,54,398,41
11/3/2016,626,11546,5.59,57,62,40
11/4/2016,527,8445,3.96,39,27,29
11/5/2016,195,4315,1.95,18,128,14
11/6/2016,867,15552,6.62,69,53,48
11/7/2016,262,5254,2.2,19,108,16
11/8/2016,989,16293,7.49,71,782,54
11/9/2016,582,10144,4.51,48,111,33
11/10/2016,449,8265,3.56,33,145,26
11/11/2016,313,5468,2.48,25,131,18
11/12/2016,363,7304,3.42,36,135,25
11/13/2016,481,9565,4.01,40,47,29
11/14/2016,256,4610,1.97,18,195,14
11/15/2016,681,11981,5.58,58,223,40
11/16/2016,362,8230,3.41,31,219,25
11/17/2016,126,2519,1.06,7,36,8
11/18/2016,146,3192,1.54,14,71,11
11/19/2016,414,8729,3.87,37,86,28
11/20/2016,320,5300,2.56,28,63,19
11/21/2016,414,7924,3.63,33,250,26
11/22/2016,711,13325,5.83,55,529,42
11/23/2016,400,7148,3.25,33,212,23
11/24/2016,784,16857,7.06,69,290,51
11/25/2016,543,10984,5.12,48,198,37
11/26/2016,286,5451,2.46,26,150,18
11/27/2016,463,10443,4.53,43,69,33
11/28/2016,780,14866,6.19,63,596,45
11/29/2016,698,13515,6.4,63,260,46
11/30/2016,852,14612,6.45,64,619,47
12/2/2016,242,4219,1.83,16,59,13
12/3/2016,325,5969,2.64,24,294,19
12/4/2016,775,14862,6.4,64,278,46
12/5/2016,87,1515,0.7,9,50,5
12/6/2016,623,10567,5.02,48,37,36
12/7/2016,294,5904,2.8,30,197,20
12/8/2016,715,12694,5.34,54,125,39
12/9/2016,356,7356,3.21,33,154,23
12/10/2016,116,1912,0.88,6,30,6
12/11/2016,124,2182,0.96,11,81,7
12/12/2016,374,6807,3.31,35,299,24
12/13/2016,626,12838,5.74,57,207,41
12/14/2016,715,12035,5.77,56,174,42
12/15/2016,253,4490,1.96,19,83,14
12/16/2016,456,8364,3.9,41,385,28
12/17/2016,731,12025,5.8,56,88,42
12/18/2016,94,2260,0.98,12,23,7
12/19/2016,531,9833,4.21,42,273,30
12/20/2016,649,13143,5.96,58,382,43
12/21/2016,664,11761,5.67,55,289,41
12/22/2016,701,14923,6.8,67,94,49
12/23/2016,575,10190,4.87,47,326,35
12/24/2016,249,5736,2.46,22,38,18
12/25/2016,119,2857,1.17,9,39,8
12/26/2016,629,12205,5.57,57,94,40
12/27/2016,209,3668,1.7,20,66,12
12/28/2016,119,2274,1.04,8,40,8
12/29/2016,277,5307,2.29,25,32,17
12/30/2016,603,10085,4.82,45,388,35
12/31/2016,735,14140,6.03,59,392,44
1/1/2017,628,13253,5.47,54,280,40
1/2/2017,406,7774,3.27,35,194,24
1/3/2017,136,2897,1.36,12,82,10
1/4/2017,334,5908,2.81,25,154,20
1/5/2017,213,3929,1.72,18,104,12
1/6/2017,578,11530,5.3,53,78,38
1/7/2017,545,13280,5.45,54,244,39
1/8/2017,172,3791,1.71,19,64,12
1/9/2017,84,1578,0.69,5,28,5
1/10/2017,848,14795,6.29,61,709,45
1/11/2017,303,6397,2.86,30,184,21
1/12/2017,195,4596,1.99,19,164,14
1/13/2017,370,7702,3.19,30,266,23
1/14/2017,134,2717,1.25,13,60,9
1/15/2017,316,6344,3.01,27,49,22
1/17/2017,151,3224,1.43,16,112,10
1/18/2017,734,15369,7.27,75,485,53
1/19/2017,341,7208,3.41,31,217,25
1/20/2017,327,5326,2.5,22,64,18
1/21/2017,394,8245,3.98,40,276,29
1/22/2017,705,12886,5.68,56,508,41
1/23/2017,600,12121,5.5,52,467,40
1/24/2017,327,6765,2.89,26,255,21
1/25/2017,566,12965,5.72,55,65,41
1/26/2017,253,4155,1.96,18,192,14
1/27/2017,706,15040,7.28,74,552,53
1/28/2017,253,4591,2.04,19,143,15
1/29/2017,383,8102,3.61,39,50,26
2/3/2017,337,5394,2.5,22,67,18
2/4/2017,652,14830,6.33,66,222,46
2/5/2017,689,16166,7.18,73,21,52
